b' ',b' ',b' ',b' ',b' '
b'Tue Apr 17 02:34:59 +0000 2018',986070490459529216,939777778819276800,b'Panthi Parma',b'RT @kabirisgod0007: #MaestrosDeLaCostura\n\xe0\xa4\xb5\xe0\xa5\x8b \xe0\xa4\xaa\xe0\xa4\xb0\xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\xae\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa5\x8c\xe0\xa4\xa8 \xe0\xa4\xb9\xe0\xa5\x88 \xe0\xa4\x9c\xe0\xa4\xbf\xe0\xa4\xb8\xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa4\xb0\xe0\xa4\xa3 \xe0\xa4\xae\xe0\xa5\x87 \xe0\xa4\xb9\xe0\xa4\xae \xe0\xa4\xae\xe0\xa5\x8b\xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\xb7 \xe0\xa4\x95\xe0\xa5\x8b \xe0\xa4\xaa\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xaa\xe0\xa5\x8d\xe0\xa4\xa4 \xe0\xa4\x95\xe0\xa4\xb0 \xe0\xa4\xb8\xe0\xa4\x95\xe0\xa4\xa4\xe0\xa5\x87 \xe0\xa4\xb9\xe0\xa5\x88\xe0\xa5\xa4\n\xe0\xa4\xb9\xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xb8\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa4\xa8\xe0\xa5\x81\xe0\xa4\x95\xe0\xa5\x82\xe0\xa4\xb2 \xe0\xa4\xad\xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa4\xbf \xe0\xa4\x95\xe0\xa5\x8c\xe0\xa4\xa8 \xe0\xa4\xac\xe0\xa4\xa4\xe0\xa4\xbe\xe0\xa4\x8f\xe0\xa4\x97\xe0\xa4\xbe\xe2\x80\xa6'
b'Tue Apr 17 02:35:03 +0000 2018',986070505659781120,960398836245114880,b'HI HOW ARE YOU #QANON',b'RT @realDrOlmo: This is what 50 years of being around @HillaryClinton does to a man. https://t.co/wO0Sbl9eYj'
b'Tue Apr 17 02:35:04 +0000 2018',986070511758336000,16023602,b'winwinwin',b'@WilliamBarham8 @Ingrid39678584 @GoldStuart Pay Haiti the money you stole from them. They are in dire need. You sho\xe2\x80\xa6 https://t.co/g3pPZnoGzA'
b'Tue Apr 17 02:35:06 +0000 2018',986070517236060160,776146242657148929,b'Spencer',b'@zver223356 @WTPfloatgirl @bj_bjshaven @FoxNews @HillaryClinton @seanhannity Just like Hillary you keep crying and crying and crying'
b'Tue Apr 17 02:35:06 +0000 2018',986070519941246976,18325705,b'Deb Schiavi',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 02:35:07 +0000 2018',986070520616529921,200882607,b'Toni Lake',"b'RT @rolandsmartin: Wait. @SeanHannity is whining about @Comey, saying how could he make comments about @realDonaldTrump that he didn\xe2\x80\x99t have\xe2\x80\xa6'"
b'Tue Apr 17 02:35:07 +0000 2018',986070521010966533,2761158277,b'CHUCK \xf0\x9f\x98\x8eOKC',"b""@realDrOlmo @HillaryClinton And hard liquor, that's a true look of a alcoholic."""
b'Tue Apr 17 02:35:07 +0000 2018',986070522944479232,1025614039,b'Chuck',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 02:35:07 +0000 2018',986070524416679939,531620458,b'S\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x8c\x9f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8frdm\xf0\x9f\x92\xa5',b'RT @realDrOlmo: Zombies @BillClinton &amp; @HillaryClinton  Apocalypse caused by corruption. https://t.co/b5JgaYX5oW'
b'Tue Apr 17 02:35:08 +0000 2018',986070527197532160,579188949,"b""Debra'sHere""","b'RT @Only4RM: You were robbed. \nAmerica was robbed.\nHistory was robbed.\n\nApparently, the new standard is backwards, in heels, and YOU HAVE T\xe2\x80\xa6'"
b'Tue Apr 17 02:35:09 +0000 2018',986070530779418626,241010611,b'Ken Riter',"b'RT @NomikiKonst: Senior Advisor to @BernieSanders pushes back on @NYGovCuomo\xe2\x80\x99s office, who told @klnynews they were \xe2\x80\x9clockstep.\xe2\x80\x9d https://t.c\xe2\x80\xa6'"
b'Tue Apr 17 02:35:10 +0000 2018',986070535141339136,122442657,b'TiaS',"b'RT @Only4RM: You were robbed. \nAmerica was robbed.\nHistory was robbed.\n\nApparently, the new standard is backwards, in heels, and YOU HAVE T\xe2\x80\xa6'"
b'Tue Apr 17 02:35:11 +0000 2018',986070538371072001,979557383012831232,b'Jesse Abrams #PowerToWeThePeople',b'RT @rbecker51: Former @BernieSanders Iowa coordinator @peteforiowa speaking at @OurRevolution Medicare-for-all rally. #SinglePayer @Nationa\xe2\x80\xa6'
b'Tue Apr 17 02:35:11 +0000 2018',986070539071406080,751243118490447872,b'take more than one',"b""@realDrOlmo @keywizard @BillClinton @HillaryClinton Why does Hillary's wardrobe always look like they were cut form some 1970's upholstery."""
b'Tue Apr 17 02:35:13 +0000 2018',986070546759725060,152777701,b'#BuildTheWall',"b'@K_keSlammer88 @RevengeCoach @skinnypresident @BarackObama So, because I am a Christian, I am a lunatic. Ok. So be\xe2\x80\xa6 https://t.co/S6khfU7Iep'"
b'Tue Apr 17 02:35:14 +0000 2018',986070553294524419,2438867440,b'Kelley Powers',b'RT @spensergirlFLA: @sashadfisher @SparkMG @ObamaFoundation @MichelleObama @BarackObama Now this is what a real president does with their t\xe2\x80\xa6'
b'Tue Apr 17 02:35:15 +0000 2018',986070557434220545,824657733412651008,b'TERRELL # TEXAS',b'RT @RedlinebyDesign: Men who think this much of themselves R actually little boys\n\n#Comey @Comey #obama @BarackObama \n\nMen don\xe2\x80\x99t preen 4 th\xe2\x80\xa6'
b'Tue Apr 17 02:35:16 +0000 2018',986070560454205440,781930717718511616,b'Rebecca Grosse',b'RT @ArthurSchwartz: \xe2\x80\x9cThe @HillaryClinton Campaign and the @DNC allegedly used state chapters as strawmen to launder as much as $84 million\xe2\x80\xa6'
b'Tue Apr 17 02:35:18 +0000 2018',986070567475400704,910935501573705728,b'Tami L Camp',b'RT @DanDeFreest: @HillaryClinton Interesting how a former First Lady expresses her feelings while the current first lady is one-again silen\xe2\x80\xa6'
b'Tue Apr 17 02:35:19 +0000 2018',986070573972418560,715363955464491008,b'OnwardTogether2020',"b'RT @HillaLove4: @Comey comey, i hate you and your book! i seriously hate you.  you make me sick. so sick that i have to vomit every time i\xe2\x80\xa6'"
b'Tue Apr 17 02:35:20 +0000 2018',986070575251681280,825205944380485636,b'Poppasano',b'RT @PoliticalShort: Even more inappropriate is the fact that Comey drafted &amp; circulated a statement exonerating Hillary 2 months before the\xe2\x80\xa6'
b'Tue Apr 17 02:35:21 +0000 2018',986070582713245696,590548511,b'Carl David Greiner',b'RT @realDrOlmo: Zombies @BillClinton &amp; @HillaryClinton  Apocalypse caused by corruption. https://t.co/b5JgaYX5oW'
b'Tue Apr 17 02:35:21 +0000 2018',986070582331695106,924747029011730433,b'Johnny Boone',b'@BarackObama I have not seen my baby girl in 3 months thanks to Trump\xe2\x80\x99s Extreme Vetting of Filipinos on Mindanao Is\xe2\x80\xa6 https://t.co/M9dsxhT7ZI'
b'Tue Apr 17 02:35:22 +0000 2018',986070585196167168,931163690,b'S B Hammel',b'@HillaryClinton @rcrcoll6 Does it go without saying that Trump has not issued a sympathetic statement about former\xe2\x80\xa6 https://t.co/R2gNH6Ht73'
b'Tue Apr 17 02:35:22 +0000 2018',986070587259973632,846551388402397188,b'Moonie',b'@iLove2sing81 @SleeplessInTeh @impeachthepos1 @PalmerReport @MBax11 @HillaryClinton Lol'
b'Tue Apr 17 02:35:24 +0000 2018',986070594100875269,910935501573705728,b'Tami L Camp',"b""RT @Cheekee996: @DanDeFreest @HillaryClinton She's waiting for Michelle to send her something to read out in mangled English ....\n\n#NotMyPr\xe2\x80\xa6"""
b'Tue Apr 17 02:35:26 +0000 2018',986070603038769152,576261617,b'Rhonda Stephens',b'@SleeplessInTeh @impeachthepos1 @PalmerReport @MBax11 @HillaryClinton @Moonie3474 *bots! @Moonie3474'
b'Tue Apr 17 02:35:27 +0000 2018',986070608361373697,453205202,b'The Real Lorenzo\xf0\x9f\x87\xba\xf0\x9f\x87\xb8',"b""RT @JohnRLottJr: Comey: \xe2\x80\x98My Wife and Girls\xe2\x80\x99 Marched in the Anti-Trump March, Voted Hillary. Comey's wife was devastated that Hillary lost t\xe2\x80\xa6"""
b'Tue Apr 17 02:35:28 +0000 2018',986070611913949185,873566698535739392,b'Angy Pangy',b'RT @ArthurSchwartz: \xe2\x80\x9cThe @HillaryClinton Campaign and the @DNC allegedly used state chapters as strawmen to launder as much as $84 million\xe2\x80\xa6'
b'Tue Apr 17 02:35:28 +0000 2018',986070612014546944,19158327,b'eleanor ruby moon',b'@hart_cwbeach1 @HillaryClinton @tinkerbelledc Written with the grace and poise of a true loser. When has Hillary been a leader?'
b'Tue Apr 17 02:35:29 +0000 2018',986070613600100352,29199266,b'RJ Kelly',b'Which has been more corrupt in their blind use of power? Eric Holder @EricHolder or former President Obama?\xe2\x80\xa6 https://t.co/SjtxJzMIfY'
b'Tue Apr 17 02:35:29 +0000 2018',986070614053130240,910935501573705728,b'Tami L Camp',"b""RT @DanDeFreest: @Cheekee996 @HillaryClinton Actually, she's waiting for Michelle to put out a statement so she can steal it."""
b'Tue Apr 17 02:35:30 +0000 2018',986070619367321600,115351964,b'Stephanie',b'RT @PalmerReport: @HillaryClinton Hillary Clinton is the rightfully elected President of the United States.'
b'Tue Apr 17 02:35:31 +0000 2018',986070623976701952,38350333,b'Cindy',"b'@realDonaldTrump  and @Comey  I as a US FEMALE voter of the US, want to tell you, I COULD CARE LESS about\xe2\x80\xa6 https://t.co/I4esoYo1WY'"
b'Tue Apr 17 02:35:34 +0000 2018',986070635163025408,2878707997,b'Dana',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 02:35:34 +0000 2018',986070635502882816,18128814,b'Sparky Daily\xf0\x9f\x90\xac',b'RT @ArthurSchwartz: \xe2\x80\x9cThe @HillaryClinton Campaign and the @DNC allegedly used state chapters as strawmen to launder as much as $84 million\xe2\x80\xa6'
b'Tue Apr 17 02:35:35 +0000 2018',986070640112398338,895822269867589636,b'James Allen',"b""@Hawaiian_Greens @Jack25378848 @Michaelerichar @HillaryClinton Can't count illegal alien votes"""
b'Tue Apr 17 02:35:37 +0000 2018',986070647880257536,910935501573705728,b'Tami L Camp',b'RT @DanDeFreest: @Cheekee996 @HillaryClinton  https://t.co/ECJUFabesa'
b'Tue Apr 17 02:35:37 +0000 2018',986070649675309056,886269224481509376,b'Diane Morgan',b'RT @realDrOlmo: This is what 50 years of being around @HillaryClinton does to a man. https://t.co/wO0Sbl9eYj'
b'Tue Apr 17 02:35:38 +0000 2018',986070653693382656,931840976175357954,b'H s. meena',b'RT @SandhyaDas20: #WakeUpModi\n#\xe0\xa4\xac\xe0\xa5\x87\xe0\xa4\x9f\xe0\xa5\x80_\xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\x82\xe0\xa4\x97\xe0\xa5\x87_\xe0\xa4\x87\xe0\xa4\x82\xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xab \n\xe0\xa4\xae\xe0\xa5\x8b\xe0\xa4\xa6\xe0\xa5\x80 \xe0\xa4\x9c\xe0\xa5\x80 \xe0\xa4\xaa\xe0\xa5\x82\xe0\xa4\xb0\xe0\xa5\x87 \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xb8\xe0\xa4\x82\xe0\xa4\xa4 \xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xae\xe0\xa4\xaa\xe0\xa4\xbe\xe0\xa4\xb2 \xe0\xa4\x9c\xe0\xa5\x80 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\x9c \xe0\xa4\x95\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\xb8\xe0\xa4\x82\xe0\xa4\x97 \xe0\xa4\xb8\xe0\xa4\xad\xe0\xa5\x80 \xe0\xa4\x9f\xe0\xa5\x80\xe0\xa4\xb5\xe0\xa5\x80 \xe0\xa4\x9a\xe0\xa5\x88\xe0\xa4\xa8\xe0\xa4\xb2\xe0\xa5\x8b\xe0\xa4\x82 \xe0\xa4\xaa\xe0\xa4\xb0 \xe0\xa4\x9a\xe0\xa4\xb2\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xb0 \xe0\xa4\xa6\xe0\xa5\x87\xe0\xa4\x96\xe0\xa5\x8b \xe0\xa4\xb0\xe0\xa5\x87\xe0\xa4\xaa \xe0\xa4\xa4\xe0\xa5\x8b\xe2\x80\xa6'
b'Tue Apr 17 02:35:38 +0000 2018',986070653798375424,765200470742818816,b'Marian',b'RT @notyourmsmnews: @buzzman888 @GOP @POTUS @realDonaldTrump @alozras411 @PamB60 @vachilly64 @EllaaaCruzzz @GrizzleMeister @JoeBiden @Hilla\xe2\x80\xa6'
b'Tue Apr 17 02:35:39 +0000 2018',986070655052361728,15151233,b'H Maria Perry',"b""@realDonaldTrump Hey, Donald. It's me again. H. Maria. Guess whose personal attorney's are not under investigation?\xe2\x80\xa6 https://t.co/6bYjrgJ9Oc"""
b'Tue Apr 17 02:35:40 +0000 2018',986070660521709568,920745151969968128,b'Robin',b'@HillaryClinton Lovely Madam President-thank you!!'
b'Tue Apr 17 02:35:40 +0000 2018',986070662123933696,49397648,b'John Teal',b'@MartyMarty222 @HillaryClinton @ChelseaClinton LMAO.'
b'Tue Apr 17 02:35:41 +0000 2018',986070664913223680,391888454,b'Saul Danchi',"b""RT @JordanChariton: Ed Schultz says @msnbc fired him for supporting @BernieSanders and that network president told him he couldn't broadcas\xe2\x80\xa6"""
b'Tue Apr 17 02:35:42 +0000 2018',986070668490956800,984571968585318400,b'888love @Fb Glory',b'@TheDailyShow @Comey @BillGates @ClintonFdn @ObamaFoundation @BarackObama @business @60Minutes @ABCNetwork https://t.co/39cLLz9cB3'
b'Tue Apr 17 02:35:42 +0000 2018',986070670705610753,127329811,b'virginia green',"b'RT @TrisResists: #SundayThoughts...the party of \xe2\x80\x98family values\xe2\x80\x99 is the party of disgrace, complicity &amp; a serious lack of humanity! I miss @\xe2\x80\xa6'"
b'Tue Apr 17 02:35:44 +0000 2018',986070676208365568,576261617,b'Rhonda Stephens',b'@Moonie3474 @SleeplessInTeh @impeachthepos1 @PalmerReport @MBax11 @HillaryClinton It\xe2\x80\x99s beyond dumb smh'
b'Tue Apr 17 02:35:44 +0000 2018',986070679350063104,2761158277,b'CHUCK \xf0\x9f\x98\x8eOKC',b'RT @realDrOlmo: This is what 50 years of being around @HillaryClinton does to a man. https://t.co/wO0Sbl9eYj'
b'Tue Apr 17 02:35:45 +0000 2018',986070681380114433,910935501573705728,b'Tami L Camp',b'RT @PalmerReport: @HillaryClinton Hillary Clinton is the rightfully elected President of the United States.'
b'Tue Apr 17 02:35:49 +0000 2018',986070700375945216,839530804501852162,b'Blitzkrieg 810',"b'@DanDeFreest @HillaryClinton Does Melania even know who Mrs. Barbara Bush is?  Seriously, before all these news abo\xe2\x80\xa6 https://t.co/lbu9GTfsYZ'"
b'Tue Apr 17 02:35:50 +0000 2018',986070703018561536,914644959206281216,b'Morgana',b'RT @BlackSocialists: @fran_b__ @BernieSanders Please read the entire thread.\n\nSee here: https://t.co/7dYHPFqR2s\n\nSee here: https://t.co/g7r\xe2\x80\xa6'
b'Tue Apr 17 02:35:51 +0000 2018',986070705107333123,193654599,b'Discuss Disgust',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 02:35:51 +0000 2018',986070706311098368,2761158277,b'CHUCK \xf0\x9f\x98\x8eOKC',"b""RT @usssal1: @realDrOlmo @HillaryClinton And hard liquor, that's a true look of a alcoholic."""
b'Tue Apr 17 02:35:51 +0000 2018',986070707196002306,4827754357,b'Chatitup!',b'@DeVonneRo @Fergus_2 @ksides81 @GMSarli @BrunchPunch @realDonaldTrump @BarackObama @DiamondandSilk @POTUS\xe2\x80\xa6 https://t.co/ZmW45FoGEi'
b'Tue Apr 17 02:35:51 +0000 2018',986070708995444736,2218437631,b'HIGH HORSE Concerned',"b'RT @Tejas_Marine: @BarackObama fired those who opposed his NWO views, and retained the incompetent ppl that kissed his arse all day, every\xe2\x80\xa6'"
b'Tue Apr 17 02:35:53 +0000 2018',986070713336500224,823702481028939777,b'Patricia Blake',b'RT @vicgar55: @TomFitton @JudicialWatch @RealDonalTrump  https://t.co/eNgIQVQGYb'
b'Tue Apr 17 02:35:56 +0000 2018',986070726724718597,910935501573705728,b'Tami L Camp',b'RT @b4hillary: @PalmerReport @HillaryClinton @HillaryClinton \xe2\x9d\xa4\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xe2\x9d\xa4 My President\xe2\x9d\xa4 Look at the positive as a result of the election... thousan\xe2\x80\xa6'
b'Tue Apr 17 02:35:56 +0000 2018',986070728746373120,914644959206281216,b'Morgana',b'RT @BlackSocialists: @fran_b__ @BernieSanders Please remember that Bernie Sanders is a politician.\n\nA successful politician will never meet\xe2\x80\xa6'
b'Tue Apr 17 02:35:56 +0000 2018',986070728935026689,49907425,b'Informative Floss',b'@seanhannity @WattersWorld @FoxFriendsFirst @LouDobbs @AGJeffBSessions @VP @HillaryClinton @BarackObama @DavidFrum\xe2\x80\xa6 https://t.co/fqfqhAGiBx'
b'Tue Apr 17 02:35:57 +0000 2018',986070731871215617,1103985132,b'Cheryl',"b'@HillaryClinton Hmm. I wonder if Donald Trump put out a nice, respectful tweet like this today? I think not.  Class act, HRC!'"
b'Tue Apr 17 02:35:58 +0000 2018',986070736484872193,2761158277,b'CHUCK \xf0\x9f\x98\x8eOKC',b'RT @MAGAMANAZ: @realDrOlmo @HillaryClinton God Knows where that face has been.....\xf0\x9f\x98\xb3'
b'Tue Apr 17 02:35:58 +0000 2018',986070738275848192,4166759891,b'M. Louise',b'@BarackObama @ObamaFoundation Prayfully you can get Chicago headed back in the right direction God Bless you and your family'
b'Tue Apr 17 02:35:59 +0000 2018',986070741723631619,846551388402397188,b'Moonie',b'@iLove2sing81 @SleeplessInTeh @impeachthepos1 @PalmerReport @MBax11 @HillaryClinton Yes ...'
b'Tue Apr 17 02:35:59 +0000 2018',986070742042210304,58492899,b'Sylvia Ackley',b'RT @tribelaw: .@AriMelber just shredded the James @Comey rationale for his approach to the @HillaryClinton Email investigation. @Comey rema\xe2\x80\xa6'
b'Tue Apr 17 02:36:00 +0000 2018',986070744160526336,3357427702,b'MommaMarDee',"b""RT @fran_b__: @BlackSocialists @BernieSanders That's an argument those of us who favour socialism need to have, in order to specify the way\xe2\x80\xa6"""
b'Tue Apr 17 02:36:01 +0000 2018',986070749340471297,505122066,b'Plow Plot\xf0\x9f\x94\x87',"b""@bertwilmom @DNC @HillaryClinton So you think Bernie is guilty of treason because he didn't somehow realize that 13\xe2\x80\xa6 https://t.co/E4CnvSCcRX"""
b'Tue Apr 17 02:36:01 +0000 2018',986070750225489920,982512099493638144,b'GR8LAKE',b'RT @Twisted_Texan: #Hitlery @HillaryClinton just thought this was going away  \xf0\x9f\x98\x8f  Leave it to a #Texan @replouiegohmert to not let #UraniumO\xe2\x80\xa6'
b'Tue Apr 17 02:36:04 +0000 2018',986070761369669633,984146857587814400,b'Zak',b'RT @zakbw3: @eustache_luigy @SoniaKatiMota @Carlossz811 @BobbyM62 @slacksparrow @Ironwand @jnj_kahl @bigjiggz @khal80706050 @DarkPowerAkura\xe2\x80\xa6'
b'Tue Apr 17 02:36:03 +0000 2018',986070758794452992,813136916916957185,b'Eustache luigy',b'RT @zakbw3: @eustache_luigy @SoniaKatiMota @Carlossz811 @BobbyM62 @slacksparrow @Ironwand @jnj_kahl @bigjiggz @khal80706050 @DarkPowerAkura\xe2\x80\xa6'
b'Tue Apr 17 02:36:05 +0000 2018',986070764397920258,213118015,b'Monica Sunshine',"b'RT @rolandsmartin: Wait. @SeanHannity is whining about @Comey, saying how could he make comments about @realDonaldTrump that he didn\xe2\x80\x99t have\xe2\x80\xa6'"
b'Tue Apr 17 02:36:06 +0000 2018',986070768550199296,468783338,b'Rhonda Crane',b'RT @seanhannity: So @GStephanopoulos Did @HillaryClinton break laws. Yes or no? Simple question. Also who did you vote for @GStephanopoulos\xe2\x80\xa6'
b'Tue Apr 17 02:36:06 +0000 2018',986070769301114881,914644959206281216,b'Morgana',"b'RT @BlackSocialists: @fran_b__ @BernieSanders We do not disagree with this sentiment overall, nor do we believe that this was implied.\n\nWe\xe2\x80\xa6'"
b' ',b' ',b' ',b' ',b' '
b'Tue Apr 17 02:36:11 +0000 2018',986070791535120384,744194214,b'Happier than I Look',"b'RT @Resist4Good: I like to smile because MY president never paid hush money to a porn star, never said white supremacists are good people,\xe2\x80\xa6'"
b'Tue Apr 17 02:36:11 +0000 2018',986070792252243968,984571968585318400,b'888love @Fb Glory',b'RT @351_2611: @TheDailyShow @Comey @BillGates @ClintonFdn @ObamaFoundation @BarackObama @business @60Minutes @ABCNetwork https://t.co/39cLL\xe2\x80\xa6'
b'Tue Apr 17 02:36:11 +0000 2018',986070792570941440,576261617,b'Rhonda Stephens',b'@Moonie3474 @SleeplessInTeh @impeachthepos1 @PalmerReport @MBax11 @HillaryClinton And the concept of a bot is more\xe2\x80\xa6 https://t.co/AYqPcjzhvT'
b'Tue Apr 17 02:36:12 +0000 2018',986070793816768513,3244270372,b'zver223356',b'@Gatorspence1 @WTPfloatgirl @bj_bjshaven @FoxNews @HillaryClinton @seanhannity Trumpster who believes that only a m\xe2\x80\xa6 https://t.co/pCNs0aFdmu'
b'Tue Apr 17 02:36:12 +0000 2018',986070796589240320,914644959206281216,b'Morgana',b'RT @BlackSocialists: @_RL_W @BernieSanders @SenSanders \xe2\x80\x9cGovernment owning the means of production\xe2\x80\x9d is called State Capitalism; that is not\xe2\x80\xa6'
b'Tue Apr 17 02:36:13 +0000 2018',986070800393494528,2761158277,b'CHUCK \xf0\x9f\x98\x8eOKC',b'RT @Trumphanatic: @realDrOlmo @HillaryClinton And 20 cases of VDs and 3 or 4 cocaine overdoses that require hospitalization.'
b'Tue Apr 17 02:36:14 +0000 2018',986070802440314880,823412491053101058,b'Ginnie',"b'#LastWord #Comey says he would do the same thing again Re @HillaryClinton. He sounds like Trump when Don said ""I al\xe2\x80\xa6 https://t.co/K2Dg1C1bBr'"
b'Tue Apr 17 02:36:18 +0000 2018',986070822010810368,3413212065,b'\xf0\x9f\x92\x97\xf0\x9f\x92\x95\xf0\x9f\x92\x9a\xf0\x9f\x92\x9eRealtweetheart \xf0\x9f\x92\x95\xf0\x9f\x92\x93\xf0\x9f\x8c\xbe\xf0\x9f\x8c\xba\xf0\x9f\x8c\xb7\xf0\x9f\x92\x90\xf0\x9f\x92\xae',b'RT @DallasIrey: #Trumpville https://t.co/n5fVU3EHBI'
b'Tue Apr 17 02:36:20 +0000 2018',986070830126944257,1415637014,b'Kitty_Kat1_4TRUMP',b'RT @LoveCovfefe2020: @realDonaldTrump @DonaldJTrumpJr @EricTrump @Scavino45 @KellyannePolls https://t.co/6WxbUPpYac'
b'Tue Apr 17 02:36:22 +0000 2018',986070838582632448,967410118215307264,b'Connie brown',b'@HillaryClinton This message is so sweet \xf0\x9f\x98\x8a\xf0\x9f\x98\x8a'
b'Tue Apr 17 02:36:23 +0000 2018',986070840759504896,949000938706137089,b'JaniceGN',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
